Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,AvgMonthlyCharge,DayMinsPerCall,DataUsagePerWeek,HighValueCustomer,HighDayMinutes,HighDataUser,HighServiceCalls,HasOverageFee,RoamingUser,TenureGroupNumeric,TenureCycleSin,TenureCycleCos,DataPlan_DataUsage,HighServiceCalls_ContractRenewal,MonthlyCharge_AccountWeeks,OverageFee_DataUsage
0,73.0,1,0,0.0,1.0,224.4,90.0,52.0,7.98,13.0,3.0843835616438358,2.465934065934066,0.0,0,1,0,0,1,1,3,0.5680647467311558,-0.8229838658936564,0.0,0.0,3796.0,0.0
0,147.0,1,0,0.31,0.0,155.1,117.0,50.1,11.99,10.6,1.475734693877551,1.3144067796610168,0.0020945945945945945,0,0,0,0,1,1,4,-0.8854560256532101,0.464723172043768,0.0,0.0,7364.7,3.7169
1,77.0,1,0,0.0,3.5,62.4,89.0,26.0,8.5,5.7,1.462077922077922,0.6933333333333334,0.0,0,0,0,1,1,1,3,0.12053668025532308,-0.992708874098054,0.0,0.0,2002.0,0.0
0,130.0,1,0,0.0,0.0,183.0,112.0,38.0,3.65,9.5,1.2656923076923077,1.6194690265486726,0.0,0,0,0,0,1,1,4,-3.216245299353273e-16,-1.0,0.0,0.0,4940.0,0.0
0,111.0,1,0,0.39,2.0,110.4,103.0,34.9,6.87,7.7,1.3614144144144145,1.0615384615384615,0.0034821428571428573,0,0,0,0,1,1,4,0.7485107481711011,0.6631226582407953,0.0,0.0,3873.8999999999996,2.6793
0,132.0,1,0,0.0,0.0,81.1,86.0,35.0,12.26,10.3,1.1481060606060607,0.932183908045977,0.0,0,0,0,0,1,1,4,-0.23931566428755743,-0.9709418174260521,0.0,0.0,4620.0,0.0
0,174.0,1,0,0.0,3.0,124.3,76.0,45.0,13.86,15.5,1.1198275862068965,1.6142857142857143,0.0,0,0,0,0,1,1,5,0.8229838658936565,-0.5680647467311557,0.0,0.0,7830.0,0.0
0,57.0,1,1,2.57,0.0,213.0,115.0,78.7,9.56,9.5,5.961561855670103,1.8362068965517242,0.03842975206611571,1,0,1,0,1,1,3,0.5680647467311558,0.8229838658936564,2.57,0.0,4485.900000000001,24.5692
0,54.0,1,0,0.0,3.0,134.3,73.0,37.0,7.78,14.7,2.966851851851852,1.814864864864865,0.0,0,0,0,0,1,1,3,0.23931566428755774,0.970941817426052,0.0,0.0,1998.0,0.0
0,20.0,1,0,0.32,0.0,190.0,109.0,58.2,12.91,6.3,5.961561855670103,1.7272727272727273,0.015238095238095238,0,0,0,0,1,1,1,0.6631226582407952,-0.7485107481711012,0.0,0.0,1164.0,4.1312
0,49.0,1,0,0.21,1.0,119.3,117.0,41.1,10.76,11.1,3.6318979591836738,1.0110169491525423,0.0042,0,0,0,0,1,1,2,-0.35460488704253595,0.9350162426854147,0.0,0.0,2013.9,2.2596
0,142.0,1,0,0.0,2.0,84.8,95.0,27.0,6.84,14.2,0.8233098591549296,0.8833333333333333,0.0,0,0,0,0,1,1,4,-0.992708874098054,-0.12053668025532357,0.0,0.0,3834.0,0.0
0,75.0,1,0,0.0,1.0,226.1,105.0,56.0,10.08,10.3,3.2330666666666668,2.133018867924528,0.0,0,1,0,0,1,1,3,0.35460488704253584,-0.9350162426854147,0.0,0.0,4200.0,0.0
0,172.0,1,0,0.0,3.0,212.0,121.0,39.0,3.170000000000001,12.6,0.9818023255813955,1.7377049180327868,0.0,0,0,0,0,1,1,5,0.9350162426854148,-0.35460488704253545,0.0,0.0,6708.0,0.0
1,12.0,1,0,0.0,1.0,249.6,118.0,64.0,12.62,11.8,5.961561855670103,2.0974789915966388,0.0,0,1,0,0,1,1,1,0.992708874098054,0.120536680255323,0.0,0.0,768.0,0.0
0,57.0,1,1,2.24,0.0,176.8,94.0,69.4,9.75,8.3,5.271964912280702,1.8610526315789475,0.03842975206611571,1,0,1,0,1,1,3,0.5680647467311558,0.8229838658936564,2.24,0.0,3955.8,21.840000000000003
0,72.0,1,1,3.97,3.0,220.0,80.0,95.7,10.87,14.7,5.7552916666666665,2.7160493827160495,0.03842975206611571,1,1,1,0,1,1,3,0.6631226582407952,-0.7485107481711012,3.97,0.0,6890.400000000001,38.07375
0,36.0,1,1,3.92,0.0,146.3,128.0,78.2,8.13,14.5,5.961561855670103,1.134108527131783,0.03842975206611571,1,0,1,0,1,1,2,-0.9350162426854147,-0.3546048870425359,3.92,0.0,2815.2000000000003,31.869600000000002
0,78.0,1,0,0.0,1.0,130.8,64.0,42.0,11.19,10.0,2.331538461538462,2.0123076923076924,0.0,0,0,0,0,1,1,3,-3.216245299353273e-16,-1.0,0.0,0.0,3276.0,0.0
0,136.0,0,1,2.84,3.0,203.9,106.0,79.4,9.38,10.5,2.5279558823529413,1.905607476635514,0.020729927007299268,1,0,1,0,1,1,4,-0.663122658240795,-0.7485107481711013,2.84,0.0,10798.400000000001,26.639200000000002
0,149.0,1,0,0.0,1.0,140.4,94.0,47.0,13.59,11.1,1.3658389261744968,1.4778947368421054,0.0,0,0,0,0,1,1,4,-0.7485107481711011,0.6631226582407952,0.0,0.0,7003.0,0.0
0,98.0,1,0,0.3,3.0,126.3,102.0,39.0,8.34,9.4,1.7231632653061224,1.2262135922330097,0.0030303030303030303,0,0,0,0,1,1,3,-0.6631226582407955,0.7485107481711007,0.0,0.0,3822.0,2.502
1,135.0,0,1,3.94,0.0,173.1,85.0,86.4,10.2,14.6,2.7712000000000003,2.0127906976744185,0.028970588235294116,1,0,1,0,1,1,4,-0.5680647467311556,-0.8229838658936566,3.94,0.0,11664.0,38.07375
0,34.0,1,0,0.0,2.0,124.8,82.0,46.0,14.11,10.0,5.858235294117647,1.5036144578313253,0.0,0,0,0,0,1,1,2,-0.8229838658936564,-0.5680647467311559,0.0,0.0,1564.0,0.0
0,160.0,1,0,0.38,3.0,85.8,77.0,32.8,8.27,9.2,0.8876499999999999,1.0999999999999999,0.002360248447204969,0,0,0,0,1,1,5,0.4647231720437685,0.8854560256532099,0.0,0.0,5248.0,3.1426
0,64.0,1,0,0.24,1.0,154.0,67.0,48.4,11.29,3.5,3.2745625,2.264705882352941,0.0036923076923076922,0,0,0,0,1,1,3,0.992708874098054,0.120536680255323,0.0,0.0,3097.6,2.7095999999999996
0,59.0,1,1,2.3,2.0,120.9,97.0,62.0,10.65,8.5,4.550169491525423,1.2336734693877551,0.03833333333333333,0,0,1,0,1,1,3,0.7485107481711011,0.6631226582407953,2.3,0.0,3658.0,24.494999999999997
0,65.0,1,0,0.0,3.0,211.3,120.0,50.0,8.13,13.2,3.330769230769231,1.7462809917355373,0.0,0,0,0,0,1,1,3,1.0,-1.6081226496766366e-16,0.0,0.0,3250.0,0.0
0,142.0,1,0,0.35,2.0,187.0,133.0,47.5,6.73,7.4,1.4484154929577464,1.3955223880597014,0.0024475524475524473,0,0,0,0,1,1,4,-0.992708874098054,-0.12053668025532357,0.0,0.0,6745.0,2.3555
1,119.0,1,0,0.0,3.5,159.1,114.0,47.0,11.57,8.8,1.7101680672268909,1.3834782608695653,0.0,0,0,0,1,1,1,4,0.9709418174260521,-0.2393156642875575,0.0,0.0,5593.0,0.0
0,97.0,1,1,2.97,1.0,133.2,135.0,71.7,10.86,11.0,3.2006288659793816,0.9794117647058823,0.030306122448979594,1,0,1,0,1,1,3,-0.7485107481711011,0.6631226582407952,2.97,0.0,6954.900000000001,32.2542
0,52.0,1,0,0.32,3.0,191.9,108.0,59.2,13.49,7.8,4.929538461538462,1.7605504587155965,0.0060377358490566035,0,0,0,0,1,1,2,0.0,1.0,0.0,0.0,3078.4,4.3168
0,60.0,1,0,0.0,1.0,220.6,57.0,56.0,10.56,6.8,4.041333333333333,3.5503839684048852,0.0,0,1,0,0,1,1,3,0.8229838658936564,0.5680647467311559,0.0,0.0,3360.0,0.0
0,10.0,1,0,0.0,2.0,186.1,112.0,48.0,9.51,11.4,5.961561855670103,1.6469026548672565,0.0,0,0,0,0,1,1,1,0.9350162426854148,0.35460488704253557,0.0,0.0,480.0,0.0
0,96.0,1,0,0.21,2.0,160.2,117.0,52.1,13.38,9.3,2.349927083333333,1.3576271186440676,0.002164948453608247,0,0,0,0,1,1,3,-0.822983865893657,0.5680647467311548,0.0,0.0,5001.6,2.8098
1,87.0,1,0,0.0,3.5,151.0,83.0,45.0,10.99,9.7,2.239655172413793,1.7976190476190477,0.0,0,0,0,1,1,1,3,-0.8854560256532096,-0.4647231720437691,0.0,0.0,3915.0,0.0
0,81.0,1,0,0.11,1.0,175.5,67.0,53.1,12.47,10.2,2.8385555555555557,2.5808823529411766,0.0013414634146341464,0,0,0,0,1,1,3,-0.3546048870425356,-0.9350162426854148,0.0,0.0,4301.1,1.3717000000000001
0,141.0,1,0,0.0,1.0,126.9,98.0,37.0,9.0,8.0,1.1362411347517731,1.281818181818182,0.0,0,0,0,0,1,1,4,-0.970941817426052,-0.23931566428755774,0.0,0.0,5217.0,0.0
1,121.0,1,1,1.57,3.0,198.4,129.0,56.7,3.77,5.8,2.02901652892562,1.5261538461538462,0.012868852459016394,0,0,0,0,1,1,4,0.8854560256532099,-0.4647231720437685,1.57,0.0,6860.700000000001,5.9189
0,68.0,1,0,0.0,3.0,148.8,70.0,47.0,12.33,12.1,2.9927941176470587,2.0957746478873243,0.0,0,0,0,0,1,1,3,0.9350162426854148,-0.35460488704253545,0.0,0.0,3196.0,0.0
0,125.0,1,0,0.0,1.0,229.3,103.0,55.0,8.87,12.0,1.9052,2.2048076923076922,0.0,0,1,0,0,1,1,4,0.5680647467311558,-0.8229838658936564,0.0,0.0,6875.0,0.0
0,174.0,1,0,0.0,1.0,192.1,97.0,48.0,8.5,11.4,1.1944827586206896,1.960204081632653,0.0,0,0,0,0,1,1,5,0.8229838658936565,-0.5680647467311557,0.0,0.0,8352.0,0.0
0,116.0,1,1,3.13,2.0,268.6,83.0,92.3,8.91,11.6,3.4453362068965516,3.197619047619048,0.02675213675213675,1,1,1,0,1,1,4,0.992708874098054,0.120536680255323,3.13,0.0,10706.8,27.8883
0,74.0,1,1,3.94,2.0,193.7,91.0,93.4,12.31,14.6,5.465162162162162,2.1054347826086954,0.03842975206611571,1,0,1,0,1,1,3,0.46472317204376906,-0.8854560256532096,3.94,0.0,6911.6,38.07375
0,149.0,1,1,3.4,3.0,180.7,92.0,81.0,9.39,12.6,2.3538926174496644,1.943010752688172,0.022666666666666665,1,0,1,0,1,1,4,-0.7485107481711011,0.6631226582407952,3.4,0.0,12069.0,31.926000000000002
0,38.0,1,0,0.0,2.0,131.2,98.0,37.0,8.15,8.2,4.216052631578948,1.3252525252525251,0.0,0,0,0,0,1,1,2,-0.992708874098054,-0.12053668025532357,0.0,0.0,1406.0,0.0
0,40.0,1,1,1.67,2.0,148.1,74.0,56.7,8.48,6.2,5.961561855670103,1.9746666666666666,0.03842975206611571,0,0,0,0,1,1,2,-0.992708874098054,0.1205366802553232,1.67,0.0,2268.0,14.1616
0,43.0,0,0,0.0,0.0,251.5,105.0,61.0,10.64,9.3,5.961561855670103,2.3726415094339623,0.0,0,1,0,0,1,1,2,-0.8854560256532101,0.464723172043768,0.0,0.0,2623.0,0.0
0,113.0,0,0,0.0,0.0,125.2,93.0,39.0,10.32,8.3,1.4944247787610618,1.3319148936170213,0.0,0,0,0,0,1,1,4,0.8854560256532099,0.4647231720437686,0.0,0.0,4407.0,0.0
0,126.0,1,0,0.0,1.0,211.6,70.0,55.0,10.85,7.8,1.890079365079365,2.980281690140845,0.0,0,0,0,0,1,1,4,0.46472317204376906,-0.8854560256532096,0.0,0.0,6930.0,0.0
1,150.0,1,0,0.0,3.5,178.9,101.0,45.0,8.46,13.8,1.299,1.753921568627451,0.0,0,0,0,1,1,1,4,-0.6631226582407955,0.7485107481711007,0.0,0.0,6750.0,0.0
0,138.0,1,0,0.0,3.0,241.8,93.0,56.0,8.53,11.8,1.7571014492753623,2.572340425531915,0.0,0,1,0,0,1,1,4,-0.8229838658936564,-0.5680647467311559,0.0,0.0,7728.0,0.0
0,162.0,1,1,3.27,0.0,224.9,97.0,87.7,9.41,12.1,2.3440802469135806,2.2948979591836736,0.020061349693251535,1,1,1,0,1,1,5,0.6631226582407952,0.7485107481711011,3.27,0.0,12774.0,30.7707
0,147.0,1,0,0.0,3.0,248.6,83.0,55.0,7.45,8.0,1.6200680272108843,2.9595238095238097,0.0,0,1,0,0,1,1,4,-0.8854560256532101,0.464723172043768,0.0,0.0,8085.0,0.0
0,90.0,1,0,0.0,1.0,203.4,146.0,54.0,11.34,7.3,2.598,1.383673469387755,0.0,0,0,0,0,1,1,3,-0.992708874098054,-0.12053668025532357,0.0,0.0,4860.0,0.0
0,85.0,1,0,0.0,0.0,235.8,109.0,54.0,7.86,12.0,2.750823529411765,2.1436363636363636,0.0,0,1,0,0,1,1,3,-0.7485107481711011,-0.6631226582407952,0.0,0.0,4590.0,0.0
0,50.0,1,0,0.0,1.0,157.1,90.0,46.0,11.17,6.1,3.9836,1.7263736263736262,0.0,0,0,0,0,1,1,2,-0.2393156642875578,0.970941817426052,0.0,0.0,2300.0,0.0
1,82.0,1,0,0.21,0.0,300.3,109.0,69.1,9.05,11.7,3.648817073170732,2.73,0.0025301204819277107,1,1,0,0,1,1,3,-0.46472317204376806,-0.8854560256532101,0.0,0.0,5666.2,1.9005
1,144.0,1,0,0.21,3.5,61.6,117.0,20.1,3.86,8.2,0.6043958333333334,0.5220338983050847,0.0014482758620689654,0,0,0,1,1,1,4,-0.992708874098054,0.1205366802553232,0.0,0.0,2894.4,0.8106
0,46.0,1,0,0.26,2.0,214.1,72.0,53.6,8.22,8.2,5.0453913043478265,2.932876712328767,0.005531914893617021,0,0,0,0,1,1,2,-0.6631226582407955,0.7485107481711007,0.0,0.0,2465.6,2.1372000000000004
0,70.0,1,0,0.3,1.0,170.2,98.0,46.0,7.76,15.0,2.845428571428571,1.7191919191919192,0.004225352112676056,0,0,0,0,1,1,3,0.8229838658936565,-0.5680647467311557,0.0,0.0,3220.0,2.328
0,144.0,1,0,0.0,1.0,201.1,99.0,60.0,15.18,13.2,1.8041666666666667,2.011,0.0,0,0,0,0,1,1,4,-0.992708874098054,0.1205366802553232,0.0,0.0,8640.0,0.0
0,116.0,0,0,0.3,3.0,215.4,104.0,58.0,10.24,12.6,2.165,2.0514285714285716,0.002564102564102564,0,0,0,0,1,1,4,0.992708874098054,0.120536680255323,0.0,0.0,6728.0,3.072
0,55.0,1,1,2.97,3.0,165.6,123.0,69.7,6.81,11.0,5.48729090909091,1.335483870967742,0.03842975206611571,1,0,1,0,1,1,3,0.3546048870425356,0.9350162426854148,2.97,0.0,3833.5,20.2257
0,70.0,1,1,2.65,1.0,249.5,101.0,91.5,12.99,9.8,5.659928571428571,2.446078431372549,0.03732394366197183,1,1,1,0,1,1,3,0.8229838658936565,-0.5680647467311557,2.65,0.0,6405.0,34.4235
1,106.0,1,0,0.0,2.0,210.6,96.0,57.0,12.46,12.4,2.3283962264150944,2.1711340206185565,0.0,0,0,0,0,1,1,4,0.23931566428755774,0.970941817426052,0.0,0.0,6042.0,0.0
0,128.0,1,1,2.32,0.0,179.3,104.0,73.2,11.3,8.6,2.47621875,1.7076190476190478,0.017984496124031007,1,0,1,0,1,1,4,0.23931566428755768,-0.970941817426052,2.32,0.0,9369.6,26.216
1,94.0,1,0,0.0,3.5,157.9,105.0,41.0,7.75,8.0,1.8886170212765958,1.489622641509434,0.0,0,0,0,1,1,1,3,-0.9350162426854148,0.35460488704253557,0.0,0.0,3854.0,0.0
0,111.0,1,0,0.0,1.0,214.3,118.0,55.0,10.43,12.0,2.1454954954954957,1.8008403361344538,0.0,0,0,0,0,1,1,4,0.7485107481711011,0.6631226582407953,0.0,0.0,6105.0,0.0
0,74.0,1,1,2.94,2.0,154.1,104.0,66.4,6.17,10.9,3.885297297297298,1.4676190476190476,0.03842975206611571,1,0,1,0,1,1,3,0.46472317204376906,-0.8854560256532096,2.94,0.0,4913.6,18.1398
1,128.0,1,0,0.0,1.0,237.9,125.0,62.0,12.38,13.9,2.0973437500000003,1.888095238095238,0.0,0,1,0,0,1,1,4,0.23931566428755768,-0.970941817426052,0.0,0.0,7936.0,0.0
0,82.0,1,0,0.17,1.0,143.9,61.0,43.7,9.75,11.1,2.3075731707317075,2.320967741935484,0.0020481927710843373,0,0,0,0,1,1,3,-0.46472317204376806,-0.8854560256532101,0.0,0.0,3583.4,1.6575000000000002
1,155.0,1,0,0.0,0.0,203.4,100.0,51.0,9.55,8.9,1.4247096774193548,2.013861386138614,0.0,0,0,0,0,1,1,4,-0.12053668025532363,0.992708874098054,0.0,0.0,7905.0,0.0
0,80.0,1,0,0.0,1.0,124.3,100.0,36.0,8.65,7.9,1.9485000000000001,1.2306930693069307,0.0,0,0,0,0,1,1,3,-0.23931566428755743,-0.9709418174260521,0.0,0.0,2880.0,0.0
0,78.0,1,0,0.0,3.0,252.9,93.0,59.0,8.92,9.5,3.2752564102564103,2.6904255319148938,0.0,0,1,0,0,1,1,3,-3.216245299353273e-16,-1.0,0.0,0.0,4602.0,0.0
0,90.0,1,0,0.0,3.0,179.1,71.0,47.0,9.53,10.6,2.261222222222222,2.4875,0.0,0,0,0,0,1,1,3,-0.992708874098054,-0.12053668025532357,0.0,0.0,4230.0,0.0
0,104.0,1,0,0.3,1.0,278.4,106.0,58.0,4.05,9.8,2.414807692307692,2.6018691588785043,0.002857142857142857,0,1,0,0,1,1,3,0.0,1.0,0.0,0.0,6032.0,1.2149999999999999
0,73.0,1,0,0.0,0.0,160.1,110.0,46.0,10.67,13.0,2.7284931506849315,1.4423423423423423,0.0,0,0,0,0,1,1,3,0.5680647467311558,-0.8229838658936564,0.0,0.0,3358.0,0.0
0,99.0,1,0,0.0,3.5,198.2,87.0,52.0,10.37,8.7,2.2743434343434346,2.252272727272727,0.0,0,0,0,1,1,1,3,-0.5680647467311559,0.8229838658936564,0.0,0.0,5148.0,0.0
1,120.0,1,0,0.0,1.0,212.1,131.0,54.0,10.47,5.3,1.9485,1.6068181818181817,0.0,0,0,0,0,1,1,4,0.9350162426854148,-0.35460488704253545,0.0,0.0,6480.0,0.0
1,77.0,1,0,0.0,2.0,251.8,72.0,61.0,10.29,9.8,3.4302597402597406,3.449315068493151,0.0,0,1,0,0,1,1,3,0.12053668025532308,-0.992708874098054,0.0,0.0,4697.0,0.0
0,98.0,1,1,1.19,3.5,161.2,114.0,60.9,12.61,4.4,2.690785714285714,1.4017391304347826,0.01202020202020202,0,0,0,1,1,1,3,-0.6631226582407955,0.7485107481711007,1.19,0.0,5968.2,15.005899999999999
0,108.0,1,0,0.34,0.0,178.3,137.0,50.4,9.45,14.6,2.0206666666666666,1.2920289855072464,0.003119266055045872,0,0,0,0,1,1,4,0.4647231720437685,0.8854560256532099,0.0,0.0,5443.2,3.213
0,135.0,1,0,0.0,0.0,151.7,82.0,36.0,5.95,10.5,1.1546666666666667,1.8277108433734939,0.0,0,0,0,0,1,1,4,-0.5680647467311556,-0.8229838658936566,0.0,0.0,4860.0,0.0
0,95.0,1,0,0.0,1.0,135.0,99.0,39.0,9.18,12.5,1.7775789473684211,1.35,0.0,0,0,0,0,1,1,3,-0.8854560256532101,0.464723172043768,0.0,0.0,3705.0,0.0
0,122.0,1,0,0.39,1.0,170.5,94.0,47.9,8.69,11.3,1.7000573770491803,1.7947368421052632,0.0031707317073170734,0,0,0,0,1,1,4,0.8229838658936565,-0.5680647467311557,0.0,0.0,5843.8,3.3891
0,95.0,1,0,0.0,3.5,238.1,65.0,57.0,9.36,11.8,2.598,3.5503839684048852,0.0,0,1,0,1,1,1,3,-0.8854560256532101,0.464723172043768,0.0,0.0,5415.0,0.0
0,36.0,1,1,2.43,2.0,281.4,102.0,90.3,10.11,9.0,5.961561855670103,2.732038834951456,0.03842975206611571,1,1,1,0,1,1,2,-0.9350162426854147,-0.3546048870425359,2.43,0.0,3250.7999999999997,24.5673
0,93.0,1,1,2.65,1.0,117.9,131.0,61.5,8.23,9.8,2.8633870967741935,0.8931818181818182,0.028191489361702127,0,0,1,0,1,1,3,-0.9709418174260521,0.23931566428755738,2.65,0.0,5719.5,21.8095
0,141.0,1,1,2.73,1.0,148.6,91.0,64.3,6.56,10.1,1.9746028368794326,1.6152173913043477,0.019225352112676057,0,0,1,0,1,1,4,-0.970941817426052,-0.23931566428755774,2.73,0.0,9066.3,17.9088
0,157.0,1,0,0.0,3.0,229.8,90.0,52.0,7.4,9.6,1.434140127388535,2.525274725274725,0.0,0,1,0,0,1,1,5,0.12053668025532305,0.992708874098054,0.0,0.0,8164.0,0.0
0,120.0,1,0,0.0,1.0,165.0,100.0,56.0,15.86,8.3,2.0206666666666666,1.6336633663366336,0.0,0,0,0,0,1,1,4,0.9350162426854148,-0.35460488704253545,0.0,0.0,6720.0,0.0
0,103.0,1,0,0.0,2.0,185.0,117.0,51.0,11.17,12.6,2.143980582524272,1.5677966101694916,0.0,0,0,0,0,1,1,3,-0.12053668025532363,0.992708874098054,0.0,0.0,5253.0,0.0
0,98.0,1,0,0.0,3.5,161.0,117.0,44.0,9.55,12.1,1.9440816326530612,1.3644067796610169,0.0,0,0,0,1,1,1,3,-0.6631226582407955,0.7485107481711007,0.0,0.0,4312.0,0.0
0,125.0,1,0,0.0,1.0,126.7,108.0,40.0,10.3,13.3,1.3856,1.1623853211009174,0.0,0,0,0,0,1,1,4,0.5680647467311558,-0.8229838658936564,0.0,0.0,5000.0,0.0
0,63.0,1,0,0.0,1.0,58.9,125.0,25.0,8.48,9.4,1.7182539682539684,0.46746031746031746,0.0,0,0,0,0,1,1,3,0.970941817426052,0.23931566428755804,0.0,0.0,1575.0,0.0
1,36.0,0,1,4.45,0.0,196.8,89.0,98.0,12.75,17.5,5.961561855670103,2.186666666666667,0.03842975206611571,1,0,1,0,1,1,2,-0.9350162426854147,-0.3546048870425359,4.45,0.0,3960.0,38.07375
0,64.0,1,0,0.29,1.0,162.6,83.0,43.9,7.62,14.2,2.970109375,1.9357142857142857,0.004461538461538461,0,0,0,0,1,1,3,0.992708874098054,0.120536680255323,0.0,0.0,2809.6,2.2098
1,74.0,1,0,0.21,1.0,282.5,114.0,69.1,11.0,9.4,4.043283783783783,2.4565217391304346,0.0028,1,1,0,0,1,1,3,0.46472317204376906,-0.8854560256532096,0.0,0.0,5113.4,2.31
0,112.0,1,1,2.7,2.0,113.7,117.0,60.0,7.88,10.0,2.319642857142857,0.9635593220338984,0.023893805309734516,0,0,1,0,1,1,4,0.8229838658936564,0.5680647467311559,2.7,0.0,6720.0,21.276
0,97.0,1,0,0.0,2.0,239.8,125.0,60.0,10.74,8.7,2.6783505154639173,1.9031746031746033,0.0,0,1,0,0,1,1,3,-0.7485107481711011,0.6631226582407952,0.0,0.0,5820.0,0.0
0,46.0,1,0,0.21,1.0,210.2,92.0,58.1,11.37,13.1,5.468978260869565,2.260215053763441,0.004468085106382979,0,0,0,0,1,1,2,-0.6631226582407955,0.7485107481711007,0.0,0.0,2672.6,2.3876999999999997
